,ts,open,high,low,close,vol
0,1645192800000,40385.6,40800.0,39637.0,39835.8,2721075
1,1645185600000,40185.2,40566.1,40078.5,40385.5,946285
2,1645178400000,40860.4,40860.4,40101.0,40185.1,952475
3,1645171200000,40651.8,40961.9,40645.1,40860.3,469781
4,1645164000000,40626.3,40765.9,40548.5,40651.8,360140
5,1645156800000,40686.3,40783.6,40485.8,40626.3,371248
6,1645149600000,40782.7,40891.0,40575.3,40686.4,374994
7,1645142400000,40505.6,40935.0,40267.6,40782.7,864763
8,1645135200000,40660.9,40750.0,40405.7,40500.6,456828
9,1645128000000,41179.7,41181.9,40015.9,40661.0,1446785
10,1645120800000,41745.8,41868.9,40739.0,41179.7,1714697
11,1645113600000,41920.9,42100.0,41550.0,41745.8,1177433
12,1645106400000,42249.2,42388.0,41668.0,41920.9,1833382
13,1645099200000,43174.5,43361.5,42150.0,42249.2,1786192
14,1645092000000,43217.2,43339.5,42923.9,43174.5,615133
15,1645084800000,43910.1,44033.3,42688.0,43217.2,1405421
16,1645077600000,43617.4,43960.0,43575.1,43910.0,584388
17,1645070400000,43582.0,43713.3,43334.8,43617.5,768876
18,1645063200000,44010.3,44110.4,43580.0,43582.0,665198
19,1645056000000,43874.8,44161.5,43826.5,44010.3,429260
20,1645048800000,44064.5,44180.0,43834.4,43874.8,252703
21,1645041600000,44219.9,44388.0,43872.8,44064.5,412234
22,1645034400000,43568.9,44350.0,43505.0,44219.9,1102553
23,1645027200000,43598.6,43745.0,43362.4,43568.9,574418
24,1645020000000,43640.8,43738.0,43284.7,43596.8,1128909
25,1645012800000,44171.3,44218.5,43517.7,43640.9,1091525
26,1645005600000,44010.6,44258.3,43866.1,44176.1,489600
27,1644998400000,44179.1,44338.0,44001.2,44008.3,565422
28,1644991200000,44053.3,44198.6,43912.8,44179.2,340828
29,1644984000000,43986.3,44130.0,43681.2,44053.2,661411
30,1644976800000,43996.7,44162.7,43901.1,43986.4,349379
31,1644969600000,44556.7,44556.7,43952.2,43996.8,676265
32,1644962400000,43981.5,44787.3,43981.5,44556.7,673549
33,1644955200000,43995.0,44178.3,43960.0,43981.6,392410
34,1644948000000,43940.5,44199.0,43883.0,43995.0,471800
35,1644940800000,44203.6,44271.4,43860.0,43937.3,783760
36,1644933600000,44245.9,44510.0,44122.4,44200.6,1013096
37,1644926400000,44234.3,44340.0,44023.1,44245.8,722452
