,ts,open,high,low,close,vol
0,1645185600000,40185.2,40800.0,39637.0,39835.8,3667360
1,1645171200000,40651.8,40961.9,40101.0,40185.1,1422256
2,1645156800000,40686.3,40783.6,40485.8,40651.8,731388
3,1645142400000,40505.6,40935.0,40267.6,40686.4,1239757
4,1645128000000,41179.7,41181.9,40015.9,40500.6,1903613
5,1645113600000,41920.9,42100.0,40739.0,41179.7,2892130
6,1645099200000,43174.5,43361.5,41668.0,41920.9,3619574
7,1645084800000,43910.1,44033.3,42688.0,43174.5,2020554
8,1645070400000,43582.0,43960.0,43334.8,43910.0,1353264
9,1645056000000,43874.8,44161.5,43580.0,43582.0,1094458
10,1645041600000,44219.9,44388.0,43834.4,43874.8,664937
11,1645027200000,43598.6,44350.0,43362.4,44219.9,1676971
12,1645012800000,44171.3,44218.5,43284.7,43596.8,2220434
13,1644998400000,44179.1,44338.0,43866.1,44176.1,1055022
14,1644984000000,43986.3,44198.6,43681.2,44179.2,1002239
15,1644969600000,44556.7,44556.7,43901.1,43986.4,1025644
16,1644955200000,43995.0,44787.3,43960.0,44556.7,1065959
17,1644940800000,44203.6,44271.4,43860.0,43995.0,1255560
18,1644926400000,44234.3,44510.0,44023.1,44200.6,1735548
19,1644912000000,43677.8,44438.9,43608.0,44234.3,2338436
20,1644897600000,43565.5,43778.0,43400.0,43679.2,1203077
21,1644883200000,42533.5,43697.4,42431.7,43565.4,1910723
22,1644868800000,42118.8,42806.0,41991.0,42533.4,1307058
23,1644854400000,42583.5,42826.6,41802.9,42118.9,2708454
24,1644840000000,42120.9,42854.7,41962.0,42583.3,3054262
25,1644825600000,42311.1,42416.0,41919.6,42120.9,1845101
26,1644811200000,41910.5,42368.6,41736.0,42311.1,1283283
27,1644796800000,42063.4,42181.5,41541.9,41910.5,1706766
28,1644782400000,42041.0,42505.0,41953.5,42063.5,842160
29,1644768000000,42561.5,42581.3,41870.0,42040.7,1425502
30,1644753600000,42467.5,42800.0,42166.0,42561.4,1546731
31,1644739200000,42405.9,42650.0,42231.0,42467.5,941914
32,1644724800000,42230.9,42455.0,42125.0,42405.8,643285
33,1644710400000,42217.7,42496.6,42061.3,42230.8,695036
34,1644696000000,42662.0,42744.3,41666.5,42217.7,1085713
35,1644681600000,42136.3,42999.0,41992.5,42662.0,1780880
36,1644667200000,42405.5,42435.0,41796.9,42136.2,1624655
37,1644652800000,42114.1,42463.8,41888.0,42405.5,1198614
38,1644638400000,42296.9,42450.0,41735.5,42114.2,1294297
39,1644624000000,42380.5,42489.2,42150.0,42296.9,798336
40,1644609600000,42745.2,42860.9,41895.0,42381.5,1799437
41,1644595200000,43667.6,43768.1,42054.1,42743.9,2891569
42,1644580800000,43355.3,43928.0,43256.0,43667.7,2290754
43,1644566400000,43354.2,43620.0,42859.1,43355.3,1557817
44,1644552000000,43338.1,43406.4,42821.3,43354.2,1215309
45,1644537600000,43487.0,43734.6,42588.0,43338.2,2281418
46,1644523200000,44356.6,44591.7,43317.0,43487.1,1738013
47,1644508800000,44951.5,45860.0,44322.3,44356.6,3362775
48,1644494400000,44838.5,45700.0,43180.0,44951.6,6222661
49,1644480000000,44078.7,45199.0,44046.1,44838.6,2089706
50,1644465600000,43771.1,44121.1,43557.0,44078.8,976346
51,1644451200000,44387.1,44404.3,43577.0,43771.2,1213552
52,1644436800000,44471.6,44832.1,44223.0,44387.0,888532
53,1644422400000,43882.3,44746.3,43608.6,44471.5,1537899
54,1644408000000,43717.0,44451.5,43618.8,43882.3,2189256
55,1644393600000,43817.7,43942.0,43173.1,43718.9,1620734
56,1644379200000,43349.8,44015.7,43123.0,43816.2,1232963
57,1644364800000,44038.2,44333.0,43115.0,43348.6,1506859
58,1644350400000,43010.0,44418.7,42950.0,44038.0,2110070
59,1644336000000,43442.2,43700.0,42665.1,43011.5,3009630
60,1644321600000,43993.7,43993.7,42488.0,43442.2,3536085
61,1644307200000,44856.6,44933.3,43541.6,43993.7,2981570
62,1644292800000,44174.0,45586.0,44084.3,44856.7,2871041
63,1644278400000,43844.1,44183.3,43577.0,44174.0,1389943
64,1644264000000,44258.5,44432.3,43760.0,43844.1,1721927
65,1644249600000,43829.3,44541.8,43492.3,44258.5,3740079
66,1644235200000,42724.2,43895.8,42469.8,43829.3,3754589
67,1644220800000,42726.8,42773.9,42250.0,42726.6,1500460
68,1644206400000,42811.2,43078.0,42560.5,42726.7,1248365
69,1644192000000,42373.4,42942.0,41640.6,42811.2,2492551
70,1644177600000,41713.3,42679.7,41482.6,42371.1,1478222
71,1644163200000,41518.9,41755.0,41422.8,41713.3,722730
72,1644148800000,41531.2,42264.9,41122.3,41518.9,2130694
73,1644134400000,41606.6,41700.0,41444.3,41533.3,523132
74,1644120000000,41437.1,41718.5,41322.2,41606.6,580492
75,1644105600000,41385.0,41636.1,41334.0,41437.1,391055
76,1644091200000,41549.0,41788.5,41345.1,41383.4,507016
77,1644076800000,41769.0,41859.5,40935.1,41547.1,1250680
78,1644062400000,41450.2,41908.8,41330.0,41769.3,1085501
79,1644048000000,41383.6,41683.4,41210.0,41450.2,850752
80,1644033600000,41442.2,41743.2,41366.0,41383.6,736707
81,1644019200000,41580.3,41936.8,41176.7,41442.2,1251626
82,1644004800000,40727.5,41784.0,40387.2,41580.3,1319740
83,1643990400000,39493.4,40899.0,39451.9,40729.5,3147517
84,1643976000000,37813.6,39888.0,37288.2,39493.4,5183196
85,1643961600000,37883.6,38256.7,37796.7,37813.6,1310727
86,1643947200000,37305.7,38222.0,37252.2,37883.6,1849163
87,1643932800000,37320.7,37443.0,37031.4,37305.7,978586
88,1643918400000,36556.0,37393.2,36272.1,37321.5,1238945
89,1643904000000,36904.7,37133.6,36436.4,36557.7,1228960
90,1643889600000,36783.7,36980.4,36247.5,36906.6,2363087
91,1643875200000,37015.7,37088.0,36273.1,36783.1,1559939
92,1643860800000,36832.4,37107.4,36791.0,37016.9,615529
93,1643846400000,36904.9,37047.2,36731.5,36832.3,876368
94,1643832000000,37561.5,37655.7,36535.5,36904.5,1489281
95,1643817600000,37422.6,37662.7,37067.3,37561.4,1507162
96,1643803200000,38492.2,38750.0,37362.1,37426.4,2943308
97,1643788800000,38282.9,38597.5,38233.4,38492.1,683105
98,1643774400000,38554.6,38554.6,38200.2,38281.3,824382
99,1643760000000,38695.2,38862.6,38363.0,38554.5,785615
100,1643745600000,38372.8,38903.5,38361.7,38700.2,695796
101,1643731200000,38618.5,39288.0,38333.0,38372.9,1984966
102,1643716800000,38435.3,39055.9,38182.2,38618.6,2674171
103,1643702400000,38434.4,39200.0,38000.0,38435.3,2290059
104,1643688000000,38586.7,38639.4,38237.1,38433.2,832747
105,1643673600000,38460.5,38650.0,38170.0,38586.6,814587
106,1643659200000,38430.1,38745.2,38249.9,38460.6,553985
107,1643644800000,37720.8,38777.0,37674.7,38430.0,2058726
108,1643630400000,37268.9,37903.3,36812.4,37718.1,2157456
109,1643616000000,37121.3,37362.0,36900.0,37268.9,839336
110,1643601600000,37024.2,37196.9,36811.0,37121.3,691516
111,1643587200000,37892.0,37960.7,36636.1,37024.3,1722533
112,1643572800000,37520.0,38251.9,37348.4,37896.3,989256
113,1643558400000,37972.9,38076.3,37427.0,37519.9,745368
